0	0	1405
0	1	6426
0	1	5857
0	1	5020
0	1	2434
0	1	2029
0	1	1699
0	1	2239
0	1	4143
0	1	3805
0	1	1404
0	1	2817
0	1	875
0	1	585
0	1	4467
0	1	7415
0	1	1416
0	1	7720
0	1	6489
0	1	4753
0	2	2618
1	1	585
1	2	5353
2	1	4143
2	2	6725
3	0	3715
3	1	6426
3	1	2239
3	1	3805
3	1	4467
3	1	6299
3	1	1416
3	1	7720
3	1	5058
3	1	875
3	1	585
3	1	5857
3	1	7419
3	1	1699
3	1	1404
3	1	2817
3	1	2434
3	1	5020
3	1	2029
3	1	4143
3	1	6489
3	1	4753
3	2	1009
4	1	4143
4	2	2655
5	1	4143
5	2	2056
6	1	4143
6	2	2487
7	1	6426
7	2	7722
8	1	6426
8	2	7907
9	1	4143
9	2	6417
10	1	6426
10	2	7802
11	0	4285
11	1	6426
11	1	2239
11	1	3805
11	1	4467
11	1	6299
11	1	1416
11	1	7720
11	1	5058
11	1	875
11	1	585
11	1	5857
11	1	7419
11	1	1699
11	1	2817
11	1	2434
11	1	5020
11	1	2029
11	1	4143
11	1	6489
11	1	4753
11	2	7678
12	0	4285
12	1	7419
12	1	5020
12	1	2029
12	1	1699
12	1	4143
12	1	3805
12	1	875
12	2	6434
13	0	4285
13	1	5020
13	1	2029
13	1	4143
13	1	875
13	1	585
13	1	7720
13	2	890
14	0	7185
14	1	7419
14	1	6426
14	1	5020
14	1	5529
14	1	1699
14	1	4143
14	1	3805
14	1	2817
14	1	875
14	1	4467
14	1	5857
14	1	4753
14	2	2983
15	1	4143
15	2	3387
16	0	7185
16	1	6426
16	1	2239
16	1	3805
16	1	7415
16	1	4467
16	1	1416
16	1	7720
16	1	5529
16	1	5058
16	1	875
16	1	5857
16	1	7419
16	1	1699
16	1	1404
16	1	2817
16	1	2434
16	1	5020
16	1	2029
16	1	4143
16	1	6489
16	1	4753
16	2	5060
17	1	4143
17	2	3234
18	0	7185
18	1	6426
18	1	5857
18	1	5020
18	1	5058
18	1	2029
18	1	1699
18	1	4143
18	1	3805
18	1	6489
18	1	2817
18	1	875
18	1	4467
18	1	6299
18	1	1416
18	1	7720
18	1	4753
18	2	3935
19	1	4143
19	2	207
20	1	4143
20	2	1
21	1	2029
21	2	2695
22	0	3465
22	1	6426
22	1	5020
22	1	2434
22	1	5058
22	1	2029
22	1	1699
22	1	2239
22	1	4143
22	1	3805
22	1	1404
22	1	2817
22	1	875
22	1	585
22	1	4467
22	1	6489
22	1	1416
22	1	7720
22	1	4753
22	2	2161
23	1	6426
23	1	5020
23	1	4143
23	1	3805
23	1	6489
23	1	875
23	1	7415
23	1	5857
23	2	7330
24	0	3715
24	1	6426
24	1	5857
24	1	5020
24	1	2434
24	1	2029
24	1	1699
24	1	2239
24	1	4143
24	1	3805
24	1	6489
24	1	2817
24	1	875
24	1	7160
24	1	4467
24	1	585
24	1	1416
24	1	7720
24	1	4753
24	2	1171
25	1	4143
25	2	7405
26	0	3119
26	1	7419
26	1	6426
26	1	5020
26	1	2434
26	1	5058
26	1	2029
26	1	1699
26	1	2239
26	1	4143
26	1	3805
26	1	6489
26	1	2817
26	1	875
26	1	585
26	1	4467
26	1	6299
26	1	1416
26	1	7720
26	1	4753
26	2	5087
27	0	3119
27	1	6426
27	1	2239
27	1	3805
27	1	7415
27	1	4467
27	1	6299
27	1	1416
27	1	7720
27	1	5058
27	1	875
27	1	585
27	1	5857
27	1	7419
27	1	1199
27	1	1699
27	1	1404
27	1	2817
27	1	2434
27	1	5020
27	1	2029
27	1	4143
27	1	6489
27	1	4753
27	2	6493
28	0	3119
28	1	5020
28	1	2029
28	1	1699
28	1	4143
28	1	3805
28	1	2817
28	1	875
28	1	4467
28	1	4753
28	2	7600
29	0	3119
29	1	5020
29	1	2029
29	1	1699
29	1	4143
29	1	3805
29	1	6489
29	1	2817
29	1	875
29	1	585
29	1	4467
29	1	1416
29	1	7720
29	1	4753
29	2	7409
30	1	4143
30	2	1272
31	1	6489
31	2	1382
32	1	7419
32	2	3142
33	1	4143
33	2	1169
34	1	5020
34	1	5058
34	1	2029
34	1	1699
34	1	2239
34	1	4143
34	1	3805
34	1	2817
34	1	875
34	1	585
34	1	4467
34	1	1416
34	2	5779
35	1	4143
35	2	6912
36	1	6426
36	1	5857
36	1	5020
36	1	2029
36	1	1699
36	1	2239
36	1	4143
36	1	3805
36	1	2817
36	1	875
36	1	585
36	1	4467
36	1	1416
36	1	7720
36	1	4753
36	2	3563
37	0	5525
37	1	6426
37	1	5020
37	1	2029
37	1	1699
37	1	2239
37	1	4143
37	1	3805
37	1	6489
37	1	2817
37	1	875
37	1	585
37	1	1416
37	1	7720
37	2	4515
38	1	4143
38	2	3794
39	0	7149
39	1	5020
39	1	2029
39	1	1699
39	1	4143
39	1	3805
39	1	6489
39	1	2817
39	1	875
39	1	585
39	1	4467
39	1	1416
39	1	7720
39	1	4753
39	2	7276
40	1	2434
40	2	3354
41	0	5915
41	1	7419
41	1	6426
41	1	5020
41	1	2434
41	1	2029
41	1	1699
41	1	2239
41	1	4143
41	1	3805
41	1	6489
41	1	875
41	1	585
41	1	4467
41	1	1416
41	1	5857
41	1	4753
41	2	1144
42	0	5915
42	1	6426
42	1	2239
42	1	3805
42	1	7415
42	1	4467
42	1	1416
42	1	7720
42	1	5058
42	1	875
42	1	585
42	1	5857
42	1	4530
42	1	7419
42	1	1699
42	1	2817
42	1	2434
42	1	5020
42	1	2029
42	1	4143
42	1	6489
42	1	4753
42	2	3508
43	1	5020
43	2	669
44	0	952
44	1	6426
44	1	2239
44	1	3805
44	1	4467
44	1	6299
44	1	1416
44	1	7720
44	1	5058
44	1	875
44	1	585
44	1	5857
44	1	1699
44	1	1404
44	1	2817
44	1	2434
44	1	5020
44	1	2029
44	1	4143
44	1	6489
44	1	4753
44	2	7382
45	0	952
45	1	4143
45	2	4179
46	1	2817
46	2	378
47	1	4143
47	2	4104
48	0	6345
48	1	7419
48	1	6426
48	1	5857
48	1	5020
48	1	5529
48	1	5058
48	1	2029
48	1	1699
48	1	2239
48	1	4143
48	1	3805
48	1	2817
48	1	875
48	1	585
48	1	4467
48	1	1416
48	1	7720
48	1	4753
48	2	719
49	1	4143
49	2	4836
50	0	2559
50	1	6426
50	1	2239
50	1	3805
50	1	7415
50	1	4467
50	1	6299
50	1	1416
50	1	7720
50	1	5058
50	1	875
50	1	585
50	1	5857
50	1	1699
50	1	1404
50	1	2817
50	1	2434
50	1	5020
50	1	2029
50	1	4143
50	1	6489
50	1	4753
50	2	3735
51	1	4143
51	2	4662
52	1	2817
52	2	1245
53	1	2817
53	2	6862
54	0	503
54	1	7419
54	1	6426
54	1	5857
54	1	5020
54	1	2434
54	1	5058
54	1	2029
54	1	1699
54	1	2239
54	1	4143
54	1	3805
54	1	6489
54	1	2817
54	1	875
54	1	585
54	1	4467
54	1	1416
54	1	7720
54	1	4753
54	2	483
55	0	952
55	1	6426
55	1	2239
55	1	3805
55	1	7415
55	1	4467
55	1	6299
55	1	1416
55	1	7720
55	1	5058
55	1	875
55	1	585
55	1	5857
55	1	7419
55	1	1199
55	1	1699
55	1	1404
